DATE,YEAR,SEAS,SITE,season,ecosystem,WEB,TRN,SPECIES,AGE,SEX,SUB,CNT,BURNED,COMMENTS
1992-06-22,1992,E,BOER,spring,core_black,1,36,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,MEAR2,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PAPA,3,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,TRPA,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,36,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PAPA,3,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,60,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,84,TRPA,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,AGDE,3,N,SOIL,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,COOC,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,108,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,AMCO,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,ARCO,4,M,SCBR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,COOC,4,M,SCBR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,COOC,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,ERSI,4,F,BOGR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,F,SCBR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,M,SCBR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,M,SCBR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,1,132,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,AGDE,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,AGDE,2,N,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,AGDE,3,N,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,ARCO,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,COOC,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PAPA,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PAPA,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,12,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,HEVI,3,N,GUSA2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,PSDE,4,M,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,TRPA,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,36,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,COOC,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,M,MUTO2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,60,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,ARCO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,COOC,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,ERSI,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PAPA,2,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,PSDE,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,84,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,AGDE,3,N,SOIL,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,ARCO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,COOC,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PAPA,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,108,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,AGDE,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,AGDE,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,AGDE,4,N,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,AMCO,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,AMCO,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,COOC,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PAPA,2,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PAPA,2,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PAPA,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PAPA,3,N,BOER4,4,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PAPA,3,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,PSDE,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,2,132,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,AGDE,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,ARCO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,COOC,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,COOC,4,M,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PAPA,2,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PAPA,2,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,PSDE,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,TRPA,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,12,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,AGDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,COOC,4,F,MUAR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,ERSI,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,F,MUAR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,PSDE,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,XACO,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,36,XACO,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,COOC,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,COOC,3,N,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,COOC,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PAPA,2,N,BOER4,3,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PAPA,3,N,BOER4,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,M,MUAR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,PSDE,4,M,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,TRPA,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,60,XACO,4,M,SOIL,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,AGDE,3,N,MUAR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,AGDE,3,N,SOIL,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,AGDE,3,N,SPFL2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,ARCO,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,COOC,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,COOC,4,M,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,DABI,3,N,SPWR,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PAPA,2,N,BOER4,5,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,F,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,BOER4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,F,MUAR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,MUAR2,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,F,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,SOIL,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,M,SOIL,2,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,F,SPCO4,1,NA,NA
1992-06-22,1992,E,BOER,spring,core_black,3,84,PSDE,4,F,SPFL2,1,NA,NA
