"","yrID","siteID","bray","SD","SITE_TRANS","YEAR","observed_all","observed_one","SITE","TRANSECT","DRY_GM2","DRY_GM2_l1","DRY_GM2_l2","DRY_GM2_l3","DRY_GM2_l4","DRY_GM2_l5","TEMP_C","TEMP_C_l1","TEMP_C_l2","TEMP_C_l3","TEMP_C_l4","TEMP_C_l5","chla","chla_l1","chla_l2","chla_l3","chla_l4","chla_l5"
"34",3,18,0.308875723553549,0.121684270114209,"CARP_6",2002,1,1,"CARP",6,0,0,0,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"35",3,19,0.313350118347671,0.119752601545894,"CARP_7",2002,0.875,0.875,"CARP",7,12.972,0,0,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"36",3,20,0.312921285289786,0.120899136299682,"CARP_8",2002,1,1,"CARP",8,0,0,0,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"37",3,21,0.320655398524616,0.136899308134036,"GOLB_1",2002,0.652173913043478,0.652173913043478,"GOLB",1,619.993,963.171,NA,NA,NA,NA,15.5385767089094,14.9170082885305,NA,NA,NA,NA,1.99320063591003,1.50051236152649,NA,NA,NA,NA
"38",3,22,0.32158215098993,0.136765748149616,"GOLB_2",2002,0.545454545454545,0.545454545454545,"GOLB",2,996.374333333333,548.241666666667,NA,NA,NA,NA,15.5385767089094,14.9170082885305,NA,NA,NA,NA,1.99320063591003,1.50051236152649,NA,NA,NA,NA
"39",3,23,0.399090403553965,0.10696600548899,"IVEE_1",2002,1,1,"IVEE",1,289.672666666667,129.815666666667,NA,NA,NA,NA,14.6455233934972,14.7818425179211,NA,NA,NA,NA,1.72699732780456,1.37896013259888,NA,NA,NA,NA
"40",3,24,0.398649979447564,0.106875443984827,"IVEE_2",2002,0.5,0.5,"IVEE",2,102.695,211.576666666667,NA,NA,NA,NA,14.6455233934972,14.7818425179211,NA,NA,NA,NA,1.72699732780456,1.37896013259888,NA,NA,NA,NA
"41",3,31,0.252211586503956,0.0714566363230607,"MOHK_2",2002,0.416666666666667,0.416666666666667,"MOHK",2,1576.098,661.782,NA,NA,NA,NA,15.4843832101806,15.0305096326165,NA,NA,NA,NA,2.75224508047104,1.40044438838959,NA,NA,NA,NA
"42",3,32,0.351398292212057,0.133777013766939,"NAPL_1",2002,0.491228070175439,0.746835443037975,"NAPL",1,51.888,0,0,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"43",3,33,0.347468777355145,0.133921305858285,"NAPL_2",2002,0.573033707865168,0.72093023255814,"NAPL",2,84.5113333333333,0,0,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"44",3,34,0.341781406684583,0.136160310519038,"NAPL_3",2002,0.232876712328767,0.791666666666667,"NAPL",3,7.76033333333333,0,0,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"45",3,35,0.346761573936986,0.138844640566586,"NAPL_4",2002,0.647058823529412,0.823529411764706,"NAPL",4,0.193333333333333,0,0,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"46",3,36,0.34864978398559,0.132323755219664,"NAPL_5",2002,0.488721804511278,0.488721804511278,"NAPL",5,59.7273333333333,2.35533333333333,0,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"47",3,37,0.348417839097247,0.132468950182382,"NAPL_6",2002,0.439393939393939,0.439393939393939,"NAPL",6,0.386666666666667,0,NA,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"48",3,38,0.345050853854037,0.133369007398563,"NAPL_7",2002,0.458646616541353,0.458646616541353,"NAPL",7,74.9756666666667,0,0,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"49",3,39,0.341600150014788,0.132100212828998,"NAPL_8",2002,0.348837209302326,0.348837209302326,"NAPL",8,16.4083333333333,0.386666666666667,0.193333333333333,NA,NA,NA,15.1395137258738,14.9194466845878,NA,NA,NA,NA,1.70112910270691,1.20153725147247,NA,NA,NA,NA
"50",4,1,0.62153748433251,0.105926876303646,"ABUR_1",2003,0.6,NA,"ABUR",1,54.208,736.161,1200.29666666667,NA,NA,NA,15.229011475651,13.1638935017559,15.0540311986864,14.9596191756272,NA,NA,4.21713842948278,3.10494037866592,2.75224508047104,1.40044438838959,NA,NA
"51",4,2,0.561996046603828,0.156146951381458,"AHND_1",2003,0.0909090909090909,0.0909090909090909,"AHND",1,0,0,4.67533333333333,NA,NA,NA,16.1575416666667,13.9339836085187,15.2575479112834,14.7682818100358,NA,NA,4.96650515000026,4.91319590806962,1.91654726266861,1.08580815792084,NA,NA
"52",4,3,0.594256894678382,0.149893452866068,"AHND_2",2003,0.870967741935484,0.870967741935484,"AHND",2,269.942333333333,378.35,109.690333333333,NA,NA,NA,16.1575416666667,13.9339836085187,15.2575479112834,14.7682818100358,NA,NA,4.96650515000026,4.91319590806962,1.91654726266861,1.08580815792084,NA,NA
"53",4,4,0.643565815775114,0.101404519282646,"AQUE_1",2003,0.625,1,"AQUE",1,1304.85433333333,1132.888,228.600333333333,NA,NA,NA,15.4989501815939,12.2599081647295,NA,NA,NA,NA,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682,NA,NA
"54",4,5,0.618951028950485,0.0894206196665602,"AQUE_2",2003,0.451612903225806,0.451612903225806,"AQUE",2,1293.034,803.842,111.738,NA,NA,NA,15.4989501815939,12.2599081647295,NA,NA,NA,NA,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682,NA,NA
"55",4,6,0.629080818714376,0.0929385589396117,"AQUE_3",2003,0.534883720930233,0.534883720930233,"AQUE",3,1124.24,1506.914,45.6743333333333,NA,NA,NA,15.4989501815939,12.2599081647295,NA,NA,NA,NA,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682,NA,NA
"56",4,7,0.648526799904422,0.0899008023301786,"AQUE_4",2003,0.790697674418605,0.790697674418605,"AQUE",4,580.497,544.867666666667,162.967,NA,NA,NA,15.4989501815939,12.2599081647295,NA,NA,NA,NA,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682,NA,NA
"57",4,8,0.664036483391188,0.0912593293954617,"AQUE_5",2003,0.881188118811881,0.881188118811881,"AQUE",5,872.367,901.826333333333,0,NA,NA,NA,15.4989501815939,12.2599081647295,NA,NA,NA,NA,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682,NA,NA
"58",4,9,0.616665739505148,0.0881660207800555,"AQUE_6",2003,0.473684210526316,0.473684210526316,"AQUE",6,1093.08433333333,794.034,NA,NA,NA,NA,15.4989501815939,12.2599081647295,NA,NA,NA,NA,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682,NA,NA
"59",4,10,0.619986803517112,0.120483862800562,"BULL_1",2003,0.944444444444444,0.944444444444444,"BULL",1,697.438333333333,340.901666666667,8.226,19.4226666666667,NA,NA,15.1382646511451,12.1971218039773,NA,NA,NA,NA,4.17774037520091,3.92618444561958,1.79447100162506,1.28298234939575,NA,NA
"60",4,11,0.598876302128693,0.126518363583178,"BULL_3",2003,1,1,"BULL",3,270.443333333333,217.281,26.3306666666667,192.804666666667,NA,NA,15.1382646511451,12.1971218039773,NA,NA,NA,NA,4.17774037520091,3.92618444561958,1.79447100162506,1.28298234939575,NA,NA
"61",4,12,0.609619194887685,0.125073635236437,"BULL_6",2003,1,1,"BULL",6,790.211,54.63,0,78.0253333333333,NA,NA,15.1382646511451,12.1971218039773,NA,NA,NA,NA,4.17774037520091,3.92618444561958,1.79447100162506,1.28298234939575,NA,NA
"62",4,13,0.64044389859721,0.130695167847249,"CARP_1",2003,1,1,"CARP",1,1079.80466666667,1511.818,339.627333333333,455.681,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"63",4,14,0.638778890537793,0.131422210711761,"CARP_2",2003,NA,NA,"CARP",2,4.324,0,0,36.754,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"64",4,15,0.639257669708411,0.130080315102537,"CARP_3",2003,0.757575757575758,0.757575757575758,"CARP",3,251.372,0,0,0,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"65",4,16,0.636112964503653,0.131137923632764,"CARP_4",2003,1,1,"CARP",4,0,0,0,0,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"66",4,17,0.637901168239421,0.130160718911416,"CARP_5",2003,0,0,"CARP",5,0,0,0,0,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"67",4,18,0.637789849137613,0.132048045591509,"CARP_6",2003,1,1,"CARP",6,107.019,0,0,0,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"68",4,19,0.637451185984417,0.130469553961638,"CARP_7",2003,0.75,0.75,"CARP",7,56.528,12.972,0,0,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"69",4,20,0.639182090371963,0.131263775995067,"CARP_8",2003,1,1,"CARP",8,0,0,0,0,NA,NA,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,NA,NA,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089,NA,NA
"70",4,21,0.657967081579673,0.12985293968875,"GOLB_1",2003,1,1,"GOLB",1,794.499666666667,619.993,963.171,NA,NA,NA,16.3517114491167,13.792865270179,15.5385767089094,14.9170082885305,NA,NA,5.31848378976186,3.09847751259804,1.99320063591003,1.50051236152649,NA,NA
"71",4,22,0.664001634844196,0.126635983468057,"GOLB_2",2003,1,1,"GOLB",2,1173.08666666667,996.374333333333,548.241666666667,NA,NA,NA,16.3517114491167,13.792865270179,15.5385767089094,14.9170082885305,NA,NA,5.31848378976186,3.09847751259804,1.99320063591003,1.50051236152649,NA,NA
"72",4,23,0.58394701924357,0.096971829726156,"IVEE_1",2003,1,1,"IVEE",1,96.209,289.672666666667,129.815666666667,NA,NA,NA,14.8765236883378,13.6451745829619,14.6455233934972,14.7818425179211,NA,NA,5.31728597482045,3.30150789022446,1.72699732780456,1.37896013259888,NA,NA
"73",4,24,0.570701447517658,0.104265893779447,"IVEE_2",2003,1,1,"IVEE",2,245.711333333333,102.695,211.576666666667,NA,NA,NA,14.8765236883378,13.6451745829619,14.6455233934972,14.7818425179211,NA,NA,5.31728597482045,3.30150789022446,1.72699732780456,1.37896013259888,NA,NA
"74",4,30,0.665797129096046,0.0885981990347076,"MOHK_1",2003,0.641025641025641,0.555555555555556,"MOHK",1,888.563333333333,340.515,1109.07066666667,NA,NA,NA,16.0015134618214,13.9118326621522,15.4843832101806,15.0305096326165,NA,NA,4.21713842948278,3.10494037866592,2.75224508047104,1.40044438838959,NA,NA
"75",4,31,0.648256478303121,0.085542883875264,"MOHK_2",2003,0.789473684210526,0.789473684210526,"MOHK",2,1721.83766666667,1576.098,661.782,NA,NA,NA,16.0015134618214,13.9118326621522,15.4843832101806,15.0305096326165,NA,NA,4.21713842948278,3.10494037866592,2.75224508047104,1.40044438838959,NA,NA
"76",4,32,0.569511685317664,0.104567726114042,"NAPL_1",2003,0.605839416058394,0.605839416058394,"NAPL",1,773.380666666667,51.888,0,0,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"77",4,33,0.5724061890885,0.105447020164746,"NAPL_2",2003,0.619047619047619,0.619047619047619,"NAPL",2,1136.98333333333,84.5113333333333,0,0,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"78",4,34,0.580049662930065,0.106654526081853,"NAPL_3",2003,0.805825242718447,0.805825242718447,"NAPL",3,394.257333333333,7.76033333333333,0,0,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"79",4,35,0.577336565243787,0.111305478195023,"NAPL_4",2003,0.72972972972973,0.72972972972973,"NAPL",4,434.14,0.193333333333333,0,0,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"80",4,36,0.573876601047024,0.104540142308426,"NAPL_5",2003,0.6,0.6,"NAPL",5,1027.53,59.7273333333333,2.35533333333333,0,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"81",4,37,0.560423096472219,0.103899798146801,"NAPL_6",2003,0.495495495495495,0.495495495495495,"NAPL",6,293.302333333333,0.386666666666667,0,NA,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"82",4,38,0.564827147204754,0.103607670465101,"NAPL_7",2003,0.57037037037037,0.57037037037037,"NAPL",7,595.595666666667,74.9756666666667,0,0,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"83",4,39,0.545978672302493,0.102439982143742,"NAPL_8",2003,0.363636363636364,0.363636363636364,"NAPL",8,292.142333333333,16.4083333333333,0.386666666666667,0.193333333333333,NA,NA,15.9487562985358,13.5270210849187,15.1395137258738,14.9194466845878,NA,NA,4.79858473936716,5.07618963718414,1.70112910270691,1.20153725147247,NA,NA
"84",5,1,0.686267473764386,0.101679405477689,"ABUR_1",2004,0.8,NA,"ABUR",1,76.7946666666667,54.208,736.161,1200.29666666667,NA,NA,16.2289123554123,13.8169249601458,15.229011475651,13.1638935017559,15.0540311986864,14.9596191756272,2.65101681152979,4.87239718437194,4.21713842948278,3.10494037866592,2.75224508047104,1.40044438838959
"85",5,2,0.655841572305479,0.105602497634558,"AHND_1",2004,0.666666666666667,0.666666666666667,"AHND",1,0,0,0,4.67533333333333,NA,NA,16.5316735957541,13.7390358298084,16.1575416666667,13.9339836085187,15.2575479112834,14.7682818100358,2.00013361374537,5.90302459398905,4.96650515000026,4.91319590806962,1.91654726266861,1.08580815792084
"86",5,3,0.653440711633362,0.103735365024225,"AHND_2",2004,0.714285714285714,0.714285714285714,"AHND",2,318.895,269.942333333333,378.35,109.690333333333,NA,NA,16.5316735957541,13.7390358298084,16.1575416666667,13.9339836085187,15.2575479112834,14.7682818100358,2.00013361374537,5.90302459398905,4.96650515000026,4.91319590806962,1.91654726266861,1.08580815792084
"87",5,4,0.706550731800529,0.0927611229616497,"AQUE_1",2004,0.757575757575758,1,"AQUE",1,527.844,1304.85433333333,1132.888,228.600333333333,NA,NA,16.4128831213673,13.5677419722159,15.4989501815939,12.2599081647295,NA,NA,1.93088181813558,5.91984206438065,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682
"88",5,5,0.698148751771852,0.090418611440863,"AQUE_2",2004,0.783783783783784,0.783783783783784,"AQUE",2,560.230333333333,1293.034,803.842,111.738,NA,NA,16.4128831213673,13.5677419722159,15.4989501815939,12.2599081647295,NA,NA,1.93088181813558,5.91984206438065,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682
"89",5,6,0.695592145510161,0.090854155576664,"AQUE_3",2004,0.75,0.75,"AQUE",3,659.41,1124.24,1506.914,45.6743333333333,NA,NA,16.4128831213673,13.5677419722159,15.4989501815939,12.2599081647295,NA,NA,1.93088181813558,5.91984206438065,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682
"90",5,7,0.685999097598626,0.0904009980188215,"AQUE_4",2004,0.6,0.6,"AQUE",4,141.611,580.497,544.867666666667,162.967,NA,NA,16.4128831213673,13.5677419722159,15.4989501815939,12.2599081647295,NA,NA,1.93088181813558,5.91984206438065,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682
"91",5,8,0.69151082262383,0.0829478515402075,"AQUE_5",2004,0.676767676767677,0.676767676767677,"AQUE",5,550.229,872.367,901.826333333333,0,NA,NA,16.4128831213673,13.5677419722159,15.4989501815939,12.2599081647295,NA,NA,1.93088181813558,5.91984206438065,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682
"92",5,9,0.711533103983026,0.0860992734844426,"AQUE_6",2004,0.862068965517241,0.862068965517241,"AQUE",6,582.659,1093.08433333333,794.034,NA,NA,NA,16.4128831213673,13.5677419722159,15.4989501815939,12.2599081647295,NA,NA,1.93088181813558,5.91984206438065,5.24064519008001,5.67468034227689,1.896755027771,1.01066553592682
"93",5,10,0.731561018660746,0.103430082036356,"BULL_1",2004,0.714285714285714,0.714285714285714,"BULL",1,37.835,697.438333333333,340.901666666667,8.226,19.4226666666667,NA,16.3284783570533,13.4896611489776,15.1382646511451,12.1971218039773,NA,NA,2.48801986376445,6.97815056641897,4.17774037520091,3.92618444561958,1.79447100162506,1.28298234939575
"94",5,11,0.737569406898985,0.100510667851627,"BULL_3",2004,1,1,"BULL",3,2.162,270.443333333333,217.281,26.3306666666667,192.804666666667,NA,16.3284783570533,13.4896611489776,15.1382646511451,12.1971218039773,NA,NA,2.48801986376445,6.97815056641897,4.17774037520091,3.92618444561958,1.79447100162506,1.28298234939575
"95",5,12,0.731858816434829,0.102558948116724,"BULL_6",2004,0.714285714285714,0.714285714285714,"BULL",6,31.7793333333333,790.211,54.63,0,78.0253333333333,NA,16.3284783570533,13.4896611489776,15.1382646511451,12.1971218039773,NA,NA,2.48801986376445,6.97815056641897,4.17774037520091,3.92618444561958,1.79447100162506,1.28298234939575
"96",5,13,0.702333988463486,0.0926964728858628,"CARP_1",2004,0.823529411764706,0.823529411764706,"CARP",1,522.703,1079.80466666667,1511.818,339.627333333333,455.681,NA,17.0683073431863,14.2756268503758,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,3.08533678452174,5.21438068151475,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089
"97",5,14,0.703310561909138,0.094741573922124,"CARP_2",2004,1,1,"CARP",2,408.618,4.324,0,0,36.754,NA,17.0683073431863,14.2756268503758,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,3.08533678452174,5.21438068151475,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089
"98",5,15,0.693888857795805,0.097602194090725,"CARP_3",2004,0.6,0.6,"CARP",3,843.575,251.372,0,0,0,NA,17.0683073431863,14.2756268503758,16.1124104466313,14.0526802101271,15.4314395734597,14.8788048835125,3.08533678452174,5.21438068151475,4.98960890372593,4.74016199509302,2.01384472846985,1.31871998310089
