"","chla","site","YEAR","MONTH"
"272",2.68507170677185,"MOHK","2004","07"
"273",1.52628171443939,"NAPL","2004","07"
"274",0.735191106796265,"SCDI","2004","07"
"275",0.609290421009064,"SCTW","2004","07"
"276",1.42134892940521,"ABUR","2004","08"
"277",0.94109845161438,"AHND","2004","08"
"278",0.891634702682495,"AQUE","2004","08"
"279",1.42536246776581,"BULL","2004","08"
"280",1.99954867362976,"CARP","2004","08"
"281",1.1461226940155,"GOLB","2004","08"
"282",1.03170156478882,"IVEE","2004","08"
"283",1.42134892940521,"MOHK","2004","08"
"284",0.808923900127411,"NAPL","2004","08"
"285",0.749919652938843,"SCDI","2004","08"
"286",0.723107933998108,"SCTW","2004","08"
"287",2.25732827186584,"ABUR","2004","09"
"288",1.5038777589798,"AHND","2004","09"
"289",1.4937117099762,"AQUE","2004","09"
"290",1.7279577255249,"BULL","2004","09"
"291",3.48691391944885,"CARP","2004","09"
"292",2.61162400245667,"GOLB","2004","09"
"293",2.27241158485413,"IVEE","2004","09"
"294",2.25732827186584,"MOHK","2004","09"
"295",2.46370553970337,"NAPL","2004","09"
"296",1.42281973361969,"SCDI","2004","09"
"297",0.898330688476562,"SCTW","2004","09"
"298",1.78215730190277,"ABUR","2004","10"
"299",1.4263174533844,"AHND","2004","10"
"300",0.903387308120728,"AQUE","2004","10"
"301",1.91194987297058,"BULL","2004","10"
"302",1.85965037345886,"CARP","2004","10"
"303",1.47654247283936,"GOLB","2004","10"
"304",1.30125021934509,"IVEE","2004","10"
"305",1.78215730190277,"MOHK","2004","10"
"306",0.948986709117889,"NAPL","2004","10"
"307",0.760137557983398,"SCDI","2004","10"
"308",0.654060781002045,"SCTW","2004","10"
"309",1.95763146877289,"ABUR","2004","11"
"310",2.03438520431519,"AHND","2004","11"
"311",2.2450213432312,"AQUE","2004","11"
"312",4.24740362167358,"BULL","2004","11"
"313",1.8862920999527,"CARP","2004","11"
"314",1.50184953212738,"GOLB","2004","11"
"315",1.46673917770386,"IVEE","2004","11"
"316",1.95763146877289,"MOHK","2004","11"
"317",1.49514412879944,"NAPL","2004","11"
"318",1.14970254898071,"SCDI","2004","11"
"319",0.938342392444611,"SCTW","2004","11"
"320",2.31952238082886,"ABUR","2004","12"
"321",1.11354851722717,"AHND","2004","12"
"322",1.04911696910858,"AQUE","2004","12"
"323",1.78105735778809,"BULL","2004","12"
"324",1.97384202480316,"CARP","2004","12"
"325",1.22997117042542,"GOLB","2004","12"
"326",1.0888420343399,"IVEE","2004","12"
"327",2.31952238082886,"MOHK","2004","12"
"328",1.09821152687073,"NAPL","2004","12"
"329",0.741183161735535,"SCDI","2004","12"
"330",0.637210369110107,"SCTW","2004","12"
"331",3.99620723724365,"ABUR","2005","01"
"332",3.25604462623596,"AHND","2005","01"
"333",3.31363129615784,"AQUE","2005","01"
"334",3.58134770393372,"BULL","2005","01"
"335",4.48027610778809,"CARP","2005","01"
"336",4.14753484725952,"GOLB","2005","01"
"337",3.94386029243469,"IVEE","2005","01"
"338",3.99620723724365,"MOHK","2005","01"
"339",3.08405041694641,"NAPL","2005","01"
"340",2.22703790664673,"SCDI","2005","01"
"341",2.1593861579895,"SCTW","2005","01"
"342",4.17024087905884,"ABUR","2005","02"
"343",3.56476712226868,"AHND","2005","02"
"344",2.93340349197388,"AQUE","2005","02"
"345",3.35010385513306,"BULL","2005","02"
"346",1.8623218536377,"CARP","2005","02"
"347",2.7570652961731,"GOLB","2005","02"
"348",2.53009581565857,"IVEE","2005","02"
"349",4.17024087905884,"MOHK","2005","02"
"350",2.08326625823975,"NAPL","2005","02"
"351",1.10664451122284,"SCDI","2005","02"
"352",0.942924201488495,"SCTW","2005","02"
"353",2.35010051727295,"ABUR","2005","03"
"354",2.67109274864197,"AHND","2005","03"
"355",2.50098276138306,"AQUE","2005","03"
"356",2.54019951820374,"BULL","2005","03"
"357",1.78464066982269,"CARP","2005","03"
"358",4.47961330413818,"GOLB","2005","03"
"359",2.45979571342468,"IVEE","2005","03"
"360",2.35010051727295,"MOHK","2005","03"
"361",2.05456590652466,"NAPL","2005","03"
"362",1.35169160366058,"SCDI","2005","03"
"363",4.69937467575073,"SCTW","2005","03"
"364",13.5906219482422,"ABUR","2005","04"
"365",18.9668598175049,"AHND","2005","04"
"366",26.1541538238525,"AQUE","2005","04"
"367",8.8370771408081,"BULL","2005","04"
"368",14.4775037765503,"CARP","2005","04"
"369",17.1893062591553,"GOLB","2005","04"
"370",18.4360446929932,"IVEE","2005","04"
"371",13.5906219482422,"MOHK","2005","04"
"372",18.8623657226562,"NAPL","2005","04"
"373",17.126594543457,"SCDI","2005","04"
"374",10.394772529602,"SCTW","2005","04"
"375",15.1236228942871,"ABUR","2005","05"
"376",10.5480031967163,"AHND","2005","05"
"377",11.8099155426025,"AQUE","2005","05"
"378",15.2455492019653,"BULL","2005","05"
"379",15.97829246521,"CARP","2005","05"
"380",9.39801692962646,"GOLB","2005","05"
"381",6.81199216842651,"IVEE","2005","05"
"382",15.1236228942871,"MOHK","2005","05"
"383",5.61983156204224,"NAPL","2005","05"
"384",19.1501541137695,"SCDI","2005","05"
"385",12.5540075302124,"SCTW","2005","05"
"386",6.12748098373413,"ABUR","2005","06"
"387",6.49306011199951,"AHND","2005","06"
"388",8.58579540252686,"AQUE","2005","06"
"389",7.64430046081543,"BULL","2005","06"
"390",10.2400703430176,"CARP","2005","06"
"391",7.93335485458374,"GOLB","2005","06"
"392",6.13162708282471,"IVEE","2005","06"
"393",6.12748098373413,"MOHK","2005","06"
"394",6.79875564575195,"NAPL","2005","06"
"395",3.08853244781494,"SCDI","2005","06"
"396",5.28884267807007,"SCTW","2005","06"
"397",5.97838592529297,"ABUR","2005","07"
"398",2.74081587791443,"AHND","2005","07"
"399",3.62186789512634,"AQUE","2005","07"
"400",2.49411296844482,"BULL","2005","07"
"401",3.23735785484314,"CARP","2005","07"
"402",3.13182353973389,"GOLB","2005","07"
"403",2.73926281929016,"IVEE","2005","07"
"404",5.97838592529297,"MOHK","2005","07"
"405",2.8048825263977,"NAPL","2005","07"
"406",2.78962588310242,"SCDI","2005","07"
"407",1.55375671386719,"SCTW","2005","07"
"408",2.15331816673279,"ABUR","2005","08"
"409",1.33172380924225,"AHND","2005","08"
"410",1.31345069408417,"AQUE","2005","08"
"411",1.29189956188202,"BULL","2005","08"
"412",1.87678527832031,"CARP","2005","08"
"413",1.86309027671814,"GOLB","2005","08"
"414",1.81607627868652,"IVEE","2005","08"
"415",2.15331816673279,"MOHK","2005","08"
"416",1.57268178462982,"NAPL","2005","08"
"417",0.651085317134857,"SCDI","2005","08"
"418",0.809513866901398,"SCTW","2005","08"
"419",1.94274663925171,"ABUR","2005","09"
"420",2.74089288711548,"AHND","2005","09"
"421",2.54401922225952,"AQUE","2005","09"
"422",3.23137831687927,"BULL","2005","09"
"423",2.17412066459656,"CARP","2005","09"
"424",1.65704238414764,"GOLB","2005","09"
"425",1.69923281669617,"IVEE","2005","09"
"426",1.94274663925171,"MOHK","2005","09"
"427",2.29924964904785,"NAPL","2005","09"
"428",2.53852391242981,"SCDI","2005","09"
"429",1.70382213592529,"SCTW","2005","09"
"430",9.58341884613037,"ABUR","2005","10"
"431",6.51584720611572,"AHND","2005","10"
"432",6.84152460098267,"AQUE","2005","10"
"433",4.89605045318604,"BULL","2005","10"
"434",6.28855133056641,"CARP","2005","10"
"435",7.85471534729004,"GOLB","2005","10"
"436",7.04722738265991,"IVEE","2005","10"
"437",9.58341884613037,"MOHK","2005","10"
"438",7.31236934661865,"NAPL","2005","10"
"439",5.13969945907593,"SCDI","2005","10"
"440",4.51353883743286,"SCTW","2005","10"
"441",18.8387756347656,"ABUR","2005","11"
"442",8.59682846069336,"AHND","2005","11"
"443",9.42719459533691,"AQUE","2005","11"
"444",6.72941732406616,"BULL","2005","11"
"445",15.080792427063,"CARP","2005","11"
"446",10.9572219848633,"GOLB","2005","11"
"447",9.29335498809814,"IVEE","2005","11"
"448",18.8387756347656,"MOHK","2005","11"
"449",10.7626266479492,"NAPL","2005","11"
"450",5.09294891357422,"SCDI","2005","11"
"451",4.79729986190796,"SCTW","2005","11"
"452",9.20454406738281,"ABUR","2005","12"
"453",7.59875154495239,"AHND","2005","12"
"454",7.50037479400635,"AQUE","2005","12"
"455",3.8986222743988,"BULL","2005","12"
"456",11.8662014007568,"CARP","2005","12"
"457",10.9332628250122,"GOLB","2005","12"
"458",11.1565980911255,"IVEE","2005","12"
"459",9.20454406738281,"MOHK","2005","12"
"460",9.4589147567749,"NAPL","2005","12"
"461",2.03178882598877,"SCDI","2005","12"
"462",1.98157393932343,"SCTW","2005","12"
"463",8.57143020629883,"ABUR","2006","01"
"464",16.4922962188721,"AHND","2006","01"
"465",15.8835010528564,"AQUE","2006","01"
"466",11.1896629333496,"BULL","2006","01"
"467",16.9679355621338,"CARP","2006","01"
"468",14.4592752456665,"GOLB","2006","01"
"469",14.7734861373901,"IVEE","2006","01"
"470",8.57143020629883,"MOHK","2006","01"
"471",20.2918529510498,"NAPL","2006","01"
"472",8.51887607574463,"SCDI","2006","01"
"473",6.07696294784546,"SCTW","2006","01"
"474",14.0973749160767,"ABUR","2006","02"
"475",15.6379804611206,"AHND","2006","02"
"476",15.434061050415,"AQUE","2006","02"
"477",10.5457382202148,"BULL","2006","02"
"478",20.0986557006836,"CARP","2006","02"
"479",13.4210405349731,"GOLB","2006","02"
"480",14.7381763458252,"IVEE","2006","02"
"481",14.0973749160767,"MOHK","2006","02"
"482",14.9582319259644,"NAPL","2006","02"
"483",7.20122003555298,"SCDI","2006","02"
"484",7.42041778564453,"SCTW","2006","02"
"485",10.9531955718994,"ABUR","2006","03"
"486",5.84810733795166,"AHND","2006","03"
"487",12.318998336792,"AQUE","2006","03"
"488",3.16229438781738,"BULL","2006","03"
"489",15.2491436004639,"CARP","2006","03"
"490",11.2622604370117,"GOLB","2006","03"
"491",8.2165117263794,"IVEE","2006","03"
"492",10.9531955718994,"MOHK","2006","03"
"493",10.0251798629761,"NAPL","2006","03"
"494",8.41826057434082,"SCDI","2006","03"
"495",5.72889184951782,"SCTW","2006","03"
"496",5.29846096038818,"ABUR","2006","04"
"497",12.8152132034302,"AHND","2006","04"
"498",13.9691400527954,"AQUE","2006","04"
"499",18.6935520172119,"BULL","2006","04"
"500",10.3697032928467,"CARP","2006","04"
"501",17.2262001037598,"GOLB","2006","04"
"502",17.4327449798584,"IVEE","2006","04"
"503",5.29846096038818,"MOHK","2006","04"
"504",19.7979049682617,"NAPL","2006","04"
"505",5.48702907562256,"SCDI","2006","04"
"506",3.79496717453003,"SCTW","2006","04"
"507",3.36270451545715,"ABUR","2006","05"
"508",7.72158765792847,"AHND","2006","05"
"509",7.5205340385437,"AQUE","2006","05"
"510",5.39477491378784,"BULL","2006","05"
"511",12.1527605056763,"CARP","2006","05"
"512",13.6799755096436,"GOLB","2006","05"
"513",13.4304285049438,"IVEE","2006","05"
"514",3.36270451545715,"MOHK","2006","05"
"515",9.17348957061768,"NAPL","2006","05"
"516",14.1652956008911,"SCDI","2006","05"
"517",7.84468078613281,"SCTW","2006","05"
"518",NA,"ABUR","2006","06"
"519",6.15244245529175,"AHND","2006","06"
"520",5.6201639175415,"AQUE","2006","06"
"521",3.66882133483887,"BULL","2006","06"
"522",20.8178825378418,"CARP","2006","06"
"523",21.8421878814697,"GOLB","2006","06"
"524",15.2860841751099,"IVEE","2006","06"
"525",NA,"MOHK","2006","06"
"526",15.5094013214111,"NAPL","2006","06"
"527",16.2333755493164,"SCDI","2006","06"
"528",12.8678846359253,"SCTW","2006","06"
"529",26.2128467559814,"ABUR","2006","07"
"530",6.35760593414307,"AHND","2006","07"
"531",6.72777509689331,"AQUE","2006","07"
"532",3.24856376647949,"BULL","2006","07"
"533",13.511438369751,"CARP","2006","07"
"534",8.4873514175415,"GOLB","2006","07"
"535",8.62509632110596,"IVEE","2006","07"
"536",26.2128467559814,"MOHK","2006","07"
"537",5.08057594299316,"NAPL","2006","07"
"538",9.97964668273926,"SCDI","2006","07"
"539",5.19525289535522,"SCTW","2006","07"
"540",1.63224697113037,"ABUR","2006","08"
"541",1.34328556060791,"AHND","2006","08"
"542",1.43694972991943,"AQUE","2006","08"
"543",1.09522581100464,"BULL","2006","08"
"544",1.27600836753845,"CARP","2006","08"
"545",3.37404227256775,"GOLB","2006","08"
"546",2.56973242759705,"IVEE","2006","08"
"547",1.63224697113037,"MOHK","2006","08"
"548",1.65477705001831,"NAPL","2006","08"
"549",3.30217981338501,"SCDI","2006","08"
"550",0.953788816928864,"SCTW","2006","08"
"551",1.75535821914673,"ABUR","2006","09"
"552",1.89879357814789,"AHND","2006","09"
"553",2.07773280143738,"AQUE","2006","09"
"554",1.66688048839569,"BULL","2006","09"
"555",1.81111693382263,"CARP","2006","09"
"556",1.80445456504822,"GOLB","2006","09"
"557",1.68072855472565,"IVEE","2006","09"
"558",1.75535821914673,"MOHK","2006","09"
"559",2.91465926170349,"NAPL","2006","09"
"560",2.01097059249878,"SCDI","2006","09"
"561",1.68369948863983,"SCTW","2006","09"
"562",1.87852215766907,"ABUR","2006","10"
"563",2.51074242591858,"AHND","2006","10"
"564",2.98740243911743,"AQUE","2006","10"
"565",2.89959812164307,"BULL","2006","10"
"566",2.17447257041931,"CARP","2006","10"
"567",2.82172536849976,"GOLB","2006","10"
"568",2.70893144607544,"IVEE","2006","10"
"569",1.87852215766907,"MOHK","2006","10"
"570",3.42081546783447,"NAPL","2006","10"
"571",1.24942553043365,"SCDI","2006","10"
"572",1.25240528583527,"SCTW","2006","10"
"573",1.84710812568665,"ABUR","2006","11"
"574",1.74275815486908,"AHND","2006","11"
"575",1.46690583229065,"AQUE","2006","11"
"576",1.82567727565765,"BULL","2006","11"
"577",4.06669855117798,"CARP","2006","11"
"578",2.6717369556427,"GOLB","2006","11"
"579",2.11071848869324,"IVEE","2006","11"
"580",1.84710812568665,"MOHK","2006","11"
"581",1.53866624832153,"NAPL","2006","11"
"582",1.0187976360321,"SCDI","2006","11"
"583",1.14914321899414,"SCTW","2006","11"
"584",3.43435788154602,"ABUR","2006","12"
"585",1.81688582897186,"AHND","2006","12"
"586",1.85094285011292,"AQUE","2006","12"
"587",2.12077951431274,"BULL","2006","12"
"588",3.5562801361084,"CARP","2006","12"
"589",2.24967241287231,"GOLB","2006","12"
"590",2.34326791763306,"IVEE","2006","12"
"591",3.43435788154602,"MOHK","2006","12"
"592",2.26113891601562,"NAPL","2006","12"
"593",1.28489065170288,"SCDI","2006","12"
"594",1.18874800205231,"SCTW","2006","12"
"595",5.0414571762085,"ABUR","2007","01"
"596",1.76326787471771,"AHND","2007","01"
"597",1.76085543632507,"AQUE","2007","01"
"598",1.47678065299988,"BULL","2007","01"
"599",3.91104412078857,"CARP","2007","01"
"600",3.61019706726074,"GOLB","2007","01"
"601",3.35703802108765,"IVEE","2007","01"
"602",5.0414571762085,"MOHK","2007","01"
"603",2.88627457618713,"NAPL","2007","01"
"604",1.92772078514099,"SCDI","2007","01"
"605",1.52564215660095,"SCTW","2007","01"
"606",2.64639496803284,"ABUR","2007","02"
"607",1.48911154270172,"AHND","2007","02"
"608",1.66034984588623,"AQUE","2007","02"
"609",1.27139437198639,"BULL","2007","02"
"610",1.92901813983917,"CARP","2007","02"
"611",1.79812383651733,"GOLB","2007","02"
"612",1.70672786235809,"IVEE","2007","02"
"613",2.64639496803284,"MOHK","2007","02"
"614",1.44817638397217,"NAPL","2007","02"
"615",0.958219230175018,"SCDI","2007","02"
