"","RECYEAR","RECMONTH","RECDAY","TRANSNUM","WATERSHED","COMMONNAME","AOUCODE","NOBS","TransID","yrID","SpecID","DURATION","REP"
"113",1981,6,2,1,"N04D","Gray Catbird","GRCA",0,1,1,35,55,1
"114",1981,6,2,1,"N04D","Great Crested Flycatcher","GCFL",0,1,1,36,55,1
"115",1981,6,2,1,"N04D","Great-tailed Grackle","GTGR",0,1,1,37,55,1
"116",1981,6,2,1,"N04D","Henslow's Sparrow","HESP",1,1,1,38,55,1
"117",1981,6,2,1,"N04D","Horned Lark","HOLA",0,1,1,39,55,1
"118",1981,6,2,1,"N04D","House Sparrow","HOSP",0,1,1,40,55,1
"119",1981,6,2,1,"N04D","House Wren","HOWR",1,1,1,41,55,1
"120",1981,6,2,1,"N04D","Indigo Bunting","INBU",0,1,1,42,55,1
"121",1981,6,2,1,"N04D","Kentucky Warbler","KEWA",0,1,1,43,55,1
"122",1981,6,2,1,"N04D","Lapland Longspur","LALO",0,1,1,44,55,1
"123",1981,6,2,1,"N04D","Lark Sparrow","LASP",0,1,1,45,55,1
"124",1981,6,2,1,"N04D","LeConte's Sparrow","LCSP",0,1,1,46,55,1
"125",1981,6,2,1,"N04D","Lincoln's Sparrow","LISP",0,1,1,47,55,1
"126",1981,6,2,1,"N04D","Loggerhead Shrike","LOSH",0,1,1,48,55,1
"127",1981,6,2,1,"N04D","Louisiana Waterthrush","LOWA",0,1,1,49,55,1
"128",1981,6,2,1,"N04D","Mourning Dove","MODO",4,1,1,50,55,1
"129",1981,6,2,1,"N04D","Mourning Warbler","MOWA",0,1,1,51,55,1
"130",1981,6,2,1,"N04D","Northern Cardinal","NOCA",0,1,1,52,55,1
"131",1981,6,2,1,"N04D","Northern Flicker","NOFL",0,1,1,53,55,1
"132",1981,6,2,1,"N04D","Northern Mockingbird","NOMO",0,1,1,54,55,1
"133",1981,6,2,1,"N04D","Northern Rough-winged Swallow","NRWS",0,1,1,55,55,1
"134",1981,6,2,1,"N04D","Northern Shrike","NSHR",0,1,1,56,55,1
"135",1981,6,2,1,"N04D","Orange-crowned Warbler","OCWA",0,1,1,57,55,1
"136",1981,6,2,1,"N04D","Orchard Oriole","OROR",0,1,1,58,55,1
"137",1981,6,2,1,"N04D","Pine Siskin","PISI",0,1,1,59,55,1
"138",1981,6,2,1,"N04D","Red-winged Blackbird","RWBL",4,1,1,60,55,1
"139",1981,6,2,1,"N04D","Ruby-crowned Kinglet","RCKI",0,1,1,61,55,1
"140",1981,6,2,1,"N04D","Savannah Sparrow","SAVS",0,1,1,62,55,1
"141",1981,6,2,1,"N04D","Scissor-tailed Flycatcher","STFL",0,1,1,63,55,1
"142",1981,6,2,1,"N04D","Sedge Wren","SEWR",0,1,1,64,55,1
"143",1981,6,2,1,"N04D","Song Sparrow","SOSP",0,1,1,65,55,1
"144",1981,6,2,1,"N04D","Spotted Towhee","SPTO",0,1,1,66,55,1
"145",1981,6,2,1,"N04D","Summer Tanager","SUTA",0,1,1,67,55,1
"146",1981,6,2,1,"N04D","Swamp Sparrow","SWSP",0,1,1,68,55,1
"147",1981,6,2,1,"N04D","Tufted Titmouse","TUTI",0,1,1,69,55,1
"148",1981,6,2,1,"N04D","Vesper Sparrow","VESP",0,1,1,70,55,1
"149",1981,6,2,1,"N04D","Warbling Vireo","WAVI",0,1,1,71,55,1
"150",1981,6,2,1,"N04D","Western Kingbird","WEKI",0,1,1,72,55,1
"151",1981,6,2,1,"N04D","Western Meadowlark","WEME",0,1,1,73,55,1
"152",1981,6,2,1,"N04D","White-breasted Nuthatch","WBNU",0,1,1,74,55,1
"153",1981,6,2,1,"N04D","Winter Wren","WIWR",0,1,1,75,55,1
"154",1981,6,2,1,"N04D","Yellow Warbler","YEWA",0,1,1,76,55,1
"155",1981,6,2,1,"N04D","Yellow-billed Cuckoo","YBCU",0,1,1,77,55,1
"156",1981,6,2,1,"N04D","Yellow-rumped Warbler","YRWA",0,1,1,78,55,1
"157",1981,6,10,9,"R20A","Acadian Flycatcher","ACFL",0,7,1,1,40,1
"158",1981,6,10,9,"R20A","American Crow","AMCR",0,7,1,2,40,1
"159",1981,6,10,9,"R20A","American Goldfinch","AMGO",1,7,1,3,40,1
"160",1981,6,10,9,"R20A","American Robin","AMRO",0,7,1,4,40,1
"161",1981,6,10,9,"R20A","American Tree Sparrow","ATSP",0,7,1,5,40,1
"162",1981,6,10,9,"R20A","Baltimore Oriole","BAOR",1,7,1,6,40,1
"163",1981,6,10,9,"R20A","Barn Swallow","BARS",0,7,1,7,40,1
"164",1981,6,10,9,"R20A","Bell's Vireo","BEVI",0,7,1,8,40,1
"165",1981,6,10,9,"R20A","Bewick's Wren","BEWR",0,7,1,9,40,1
"166",1981,6,10,9,"R20A","Black-capped Chickadee","BCCH",0,7,1,10,40,1
"167",1981,6,10,9,"R20A","Blue Grosbeak","BLGR",0,7,1,11,40,1
"168",1981,6,10,9,"R20A","Blue Jay","BLJA",0,7,1,12,40,1
"169",1981,6,10,9,"R20A","Blue-gray Gnatcatcher","BGGN",0,7,1,13,40,1
"170",1981,6,10,9,"R20A","Brown Thrasher","BRTH",1,7,1,14,40,1
"171",1981,6,10,9,"R20A","Brown-headed Cowbird","BHCO",2,7,1,15,40,1
"172",1981,6,10,9,"R20A","Carolina Wren","CARW",0,7,1,16,40,1
"173",1981,6,10,9,"R20A","Cedar Waxwing","CEDW",0,7,1,17,40,1
"174",1981,6,10,9,"R20A","Chimney Swift","CHSW",0,7,1,18,40,1
"175",1981,6,10,9,"R20A","Cliff Swallow","CLSW",0,7,1,19,40,1
"176",1981,6,10,9,"R20A","Common Grackle","COGR",0,7,1,20,40,1
"177",1981,6,10,9,"R20A","Common Yellowthroat","COYE",0,7,1,21,40,1
"178",1981,6,10,9,"R20A","Dark-eyed Junco","DEJU",0,7,1,22,40,1
"179",1981,6,10,9,"R20A","Dickcissel","DICK",7,7,1,23,40,1
"180",1981,6,10,9,"R20A","Eastern Bluebird","EABL",0,7,1,24,40,1
"181",1981,6,10,9,"R20A","Eastern Kingbird","EAKI",2,7,1,25,40,1
"182",1981,6,10,9,"R20A","Eastern Meadowlark","EAME",1,7,1,26,40,1
"183",1981,6,10,9,"R20A","Eastern Phoebe","EAPH",0,7,1,27,40,1
"184",1981,6,10,9,"R20A","Eastern Towhee","EATO",0,7,1,28,40,1
"185",1981,6,10,9,"R20A","Eastern Wood-Pewee","EAWP",0,7,1,29,40,1
"186",1981,6,10,9,"R20A","European Starling","EUST",0,7,1,30,40,1
"187",1981,6,10,9,"R20A","Field Sparrow","FISP",0,7,1,31,40,1
"188",1981,6,10,9,"R20A","Fox Sparrow","FOSP",0,7,1,32,40,1
"189",1981,6,10,9,"R20A","Golden-crowned Kinglet","GCKI",0,7,1,33,40,1
"190",1981,6,10,9,"R20A","Grasshopper Sparrow","GRSP",4,7,1,34,40,1
"191",1981,6,10,9,"R20A","Gray Catbird","GRCA",0,7,1,35,40,1
"192",1981,6,10,9,"R20A","Great Crested Flycatcher","GCFL",0,7,1,36,40,1
"193",1981,6,10,9,"R20A","Great-tailed Grackle","GTGR",0,7,1,37,40,1
"194",1981,6,10,9,"R20A","Henslow's Sparrow","HESP",0,7,1,38,40,1
"195",1981,6,10,9,"R20A","Horned Lark","HOLA",0,7,1,39,40,1
"196",1981,6,10,9,"R20A","House Sparrow","HOSP",1,7,1,40,40,1
"197",1981,6,10,9,"R20A","House Wren","HOWR",0,7,1,41,40,1
"198",1981,6,10,9,"R20A","Indigo Bunting","INBU",0,7,1,42,40,1
"199",1981,6,10,9,"R20A","Kentucky Warbler","KEWA",0,7,1,43,40,1
"200",1981,6,10,9,"R20A","Lapland Longspur","LALO",0,7,1,44,40,1
"201",1981,6,10,9,"R20A","Lark Sparrow","LASP",0,7,1,45,40,1
"202",1981,6,10,9,"R20A","LeConte's Sparrow","LCSP",0,7,1,46,40,1
"203",1981,6,10,9,"R20A","Lincoln's Sparrow","LISP",0,7,1,47,40,1
"204",1981,6,10,9,"R20A","Loggerhead Shrike","LOSH",0,7,1,48,40,1
"205",1981,6,10,9,"R20A","Louisiana Waterthrush","LOWA",0,7,1,49,40,1
"206",1981,6,10,9,"R20A","Mourning Dove","MODO",1,7,1,50,40,1
"207",1981,6,10,9,"R20A","Mourning Warbler","MOWA",0,7,1,51,40,1
"208",1981,6,10,9,"R20A","Northern Cardinal","NOCA",0,7,1,52,40,1
"209",1981,6,10,9,"R20A","Northern Flicker","NOFL",0,7,1,53,40,1
"210",1981,6,10,9,"R20A","Northern Mockingbird","NOMO",0,7,1,54,40,1
"211",1981,6,10,9,"R20A","Northern Rough-winged Swallow","NRWS",0,7,1,55,40,1
"212",1981,6,10,9,"R20A","Northern Shrike","NSHR",0,7,1,56,40,1
"213",1981,6,10,9,"R20A","Orange-crowned Warbler","OCWA",0,7,1,57,40,1
"214",1981,6,10,9,"R20A","Orchard Oriole","OROR",0,7,1,58,40,1
"215",1981,6,10,9,"R20A","Pine Siskin","PISI",0,7,1,59,40,1
"216",1981,6,10,9,"R20A","Red-winged Blackbird","RWBL",1,7,1,60,40,1
"217",1981,6,10,9,"R20A","Ruby-crowned Kinglet","RCKI",0,7,1,61,40,1
"218",1981,6,10,9,"R20A","Savannah Sparrow","SAVS",0,7,1,62,40,1
"219",1981,6,10,9,"R20A","Scissor-tailed Flycatcher","STFL",0,7,1,63,40,1
"220",1981,6,10,9,"R20A","Sedge Wren","SEWR",0,7,1,64,40,1
"221",1981,6,10,9,"R20A","Song Sparrow","SOSP",0,7,1,65,40,1
"222",1981,6,10,9,"R20A","Spotted Towhee","SPTO",0,7,1,66,40,1
"223",1981,6,10,9,"R20A","Summer Tanager","SUTA",0,7,1,67,40,1
"224",1981,6,10,9,"R20A","Swamp Sparrow","SWSP",0,7,1,68,40,1
"225",1981,6,10,9,"R20A","Tufted Titmouse","TUTI",0,7,1,69,40,1
"226",1981,6,10,9,"R20A","Vesper Sparrow","VESP",0,7,1,70,40,1
"227",1981,6,10,9,"R20A","Warbling Vireo","WAVI",0,7,1,71,40,1
"228",1981,6,10,9,"R20A","Western Kingbird","WEKI",0,7,1,72,40,1
"229",1981,6,10,9,"R20A","Western Meadowlark","WEME",0,7,1,73,40,1
"230",1981,6,10,9,"R20A","White-breasted Nuthatch","WBNU",0,7,1,74,40,1
"231",1981,6,10,9,"R20A","Winter Wren","WIWR",0,7,1,75,40,1
"232",1981,6,10,9,"R20A","Yellow Warbler","YEWA",0,7,1,76,40,1
"233",1981,6,10,9,"R20A","Yellow-billed Cuckoo","YBCU",0,7,1,77,40,1
"234",1981,6,10,9,"R20A","Yellow-rumped Warbler","YRWA",0,7,1,78,40,1
"235",1981,6,10,10,"N01B","Acadian Flycatcher","ACFL",0,8,1,1,50,1
"236",1981,6,10,10,"N01B","American Crow","AMCR",0,8,1,2,50,1
"237",1981,6,10,10,"N01B","American Goldfinch","AMGO",0,8,1,3,50,1
"238",1981,6,10,10,"N01B","American Robin","AMRO",0,8,1,4,50,1
"239",1981,6,10,10,"N01B","American Tree Sparrow","ATSP",0,8,1,5,50,1
"240",1981,6,10,10,"N01B","Baltimore Oriole","BAOR",0,8,1,6,50,1
"241",1981,6,10,10,"N01B","Barn Swallow","BARS",0,8,1,7,50,1
"242",1981,6,10,10,"N01B","Bell's Vireo","BEVI",1,8,1,8,50,1
"243",1981,6,10,10,"N01B","Bewick's Wren","BEWR",0,8,1,9,50,1
"244",1981,6,10,10,"N01B","Black-capped Chickadee","BCCH",0,8,1,10,50,1
"245",1981,6,10,10,"N01B","Blue Grosbeak","BLGR",0,8,1,11,50,1
"246",1981,6,10,10,"N01B","Blue Jay","BLJA",0,8,1,12,50,1
"247",1981,6,10,10,"N01B","Blue-gray Gnatcatcher","BGGN",0,8,1,13,50,1
"248",1981,6,10,10,"N01B","Brown Thrasher","BRTH",0,8,1,14,50,1
"249",1981,6,10,10,"N01B","Brown-headed Cowbird","BHCO",7,8,1,15,50,1
"250",1981,6,10,10,"N01B","Carolina Wren","CARW",0,8,1,16,50,1
"251",1981,6,10,10,"N01B","Cedar Waxwing","CEDW",0,8,1,17,50,1
"252",1981,6,10,10,"N01B","Chimney Swift","CHSW",0,8,1,18,50,1
"253",1981,6,10,10,"N01B","Cliff Swallow","CLSW",0,8,1,19,50,1
"254",1981,6,10,10,"N01B","Common Grackle","COGR",0,8,1,20,50,1
"255",1981,6,10,10,"N01B","Common Yellowthroat","COYE",0,8,1,21,50,1
"256",1981,6,10,10,"N01B","Dark-eyed Junco","DEJU",0,8,1,22,50,1
"257",1981,6,10,10,"N01B","Dickcissel","DICK",11,8,1,23,50,1
"258",1981,6,10,10,"N01B","Eastern Bluebird","EABL",0,8,1,24,50,1
"259",1981,6,10,10,"N01B","Eastern Kingbird","EAKI",1,8,1,25,50,1
"260",1981,6,10,10,"N01B","Eastern Meadowlark","EAME",6,8,1,26,50,1
"261",1981,6,10,10,"N01B","Eastern Phoebe","EAPH",0,8,1,27,50,1
"262",1981,6,10,10,"N01B","Eastern Towhee","EATO",0,8,1,28,50,1
"263",1981,6,10,10,"N01B","Eastern Wood-Pewee","EAWP",0,8,1,29,50,1
"264",1981,6,10,10,"N01B","European Starling","EUST",0,8,1,30,50,1
"265",1981,6,10,10,"N01B","Field Sparrow","FISP",2,8,1,31,50,1
"266",1981,6,10,10,"N01B","Fox Sparrow","FOSP",0,8,1,32,50,1
"267",1981,6,10,10,"N01B","Golden-crowned Kinglet","GCKI",0,8,1,33,50,1
"268",1981,6,10,10,"N01B","Grasshopper Sparrow","GRSP",3,8,1,34,50,1
"269",1981,6,10,10,"N01B","Gray Catbird","GRCA",0,8,1,35,50,1
"270",1981,6,10,10,"N01B","Great Crested Flycatcher","GCFL",1,8,1,36,50,1
"271",1981,6,10,10,"N01B","Great-tailed Grackle","GTGR",0,8,1,37,50,1
"272",1981,6,10,10,"N01B","Henslow's Sparrow","HESP",0,8,1,38,50,1
"273",1981,6,10,10,"N01B","Horned Lark","HOLA",0,8,1,39,50,1
"274",1981,6,10,10,"N01B","House Sparrow","HOSP",0,8,1,40,50,1
"275",1981,6,10,10,"N01B","House Wren","HOWR",1,8,1,41,50,1
"276",1981,6,10,10,"N01B","Indigo Bunting","INBU",0,8,1,42,50,1
"277",1981,6,10,10,"N01B","Kentucky Warbler","KEWA",0,8,1,43,50,1
"278",1981,6,10,10,"N01B","Lapland Longspur","LALO",0,8,1,44,50,1
"279",1981,6,10,10,"N01B","Lark Sparrow","LASP",0,8,1,45,50,1
"280",1981,6,10,10,"N01B","LeConte's Sparrow","LCSP",0,8,1,46,50,1
"281",1981,6,10,10,"N01B","Lincoln's Sparrow","LISP",0,8,1,47,50,1
"282",1981,6,10,10,"N01B","Loggerhead Shrike","LOSH",0,8,1,48,50,1
"283",1981,6,10,10,"N01B","Louisiana Waterthrush","LOWA",0,8,1,49,50,1
"284",1981,6,10,10,"N01B","Mourning Dove","MODO",7,8,1,50,50,1
"285",1981,6,10,10,"N01B","Mourning Warbler","MOWA",0,8,1,51,50,1
"286",1981,6,10,10,"N01B","Northern Cardinal","NOCA",0,8,1,52,50,1
"287",1981,6,10,10,"N01B","Northern Flicker","NOFL",1,8,1,53,50,1
"288",1981,6,10,10,"N01B","Northern Mockingbird","NOMO",0,8,1,54,50,1
"289",1981,6,10,10,"N01B","Northern Rough-winged Swallow","NRWS",0,8,1,55,50,1
"290",1981,6,10,10,"N01B","Northern Shrike","NSHR",0,8,1,56,50,1
"291",1981,6,10,10,"N01B","Orange-crowned Warbler","OCWA",0,8,1,57,50,1
"292",1981,6,10,10,"N01B","Orchard Oriole","OROR",0,8,1,58,50,1
"293",1981,6,10,10,"N01B","Pine Siskin","PISI",0,8,1,59,50,1
"294",1981,6,10,10,"N01B","Red-winged Blackbird","RWBL",0,8,1,60,50,1
"295",1981,6,10,10,"N01B","Ruby-crowned Kinglet","RCKI",0,8,1,61,50,1
"296",1981,6,10,10,"N01B","Savannah Sparrow","SAVS",0,8,1,62,50,1
"297",1981,6,10,10,"N01B","Scissor-tailed Flycatcher","STFL",0,8,1,63,50,1
"298",1981,6,10,10,"N01B","Sedge Wren","SEWR",0,8,1,64,50,1
"299",1981,6,10,10,"N01B","Song Sparrow","SOSP",0,8,1,65,50,1
"300",1981,6,10,10,"N01B","Spotted Towhee","SPTO",0,8,1,66,50,1
"301",1981,6,10,10,"N01B","Summer Tanager","SUTA",0,8,1,67,50,1
"302",1981,6,10,10,"N01B","Swamp Sparrow","SWSP",0,8,1,68,50,1
"303",1981,6,10,10,"N01B","Tufted Titmouse","TUTI",0,8,1,69,50,1
"304",1981,6,10,10,"N01B","Vesper Sparrow","VESP",0,8,1,70,50,1
"305",1981,6,10,10,"N01B","Warbling Vireo","WAVI",0,8,1,71,50,1
"306",1981,6,10,10,"N01B","Western Kingbird","WEKI",0,8,1,72,50,1
"307",1981,6,10,10,"N01B","Western Meadowlark","WEME",0,8,1,73,50,1
"308",1981,6,10,10,"N01B","White-breasted Nuthatch","WBNU",0,8,1,74,50,1
"309",1981,6,10,10,"N01B","Winter Wren","WIWR",0,8,1,75,50,1
"310",1981,6,10,10,"N01B","Yellow Warbler","YEWA",0,8,1,76,50,1
"311",1981,6,10,10,"N01B","Yellow-billed Cuckoo","YBCU",1,8,1,77,50,1
"312",1981,6,10,10,"N01B","Yellow-rumped Warbler","YRWA",0,8,1,78,50,1
"313",1981,6,10,14,"020B","Acadian Flycatcher","ACFL",0,10,1,1,35,1
"314",1981,6,10,14,"020B","American Crow","AMCR",0,10,1,2,35,1
"315",1981,6,10,14,"020B","American Goldfinch","AMGO",0,10,1,3,35,1
"316",1981,6,10,14,"020B","American Robin","AMRO",0,10,1,4,35,1
"317",1981,6,10,14,"020B","American Tree Sparrow","ATSP",0,10,1,5,35,1
"318",1981,6,10,14,"020B","Baltimore Oriole","BAOR",0,10,1,6,35,1
"319",1981,6,10,14,"020B","Barn Swallow","BARS",0,10,1,7,35,1
